TXID, Created, Received, Sent, TXtype, TXdesc, TXNotes
,2018-10-01T00:59:36+00:00,,0.06646617,Other,"Bitcoin reserve, contact #29338699 neb_401 (1000+; 100%)"
,2018-10-01T01:13:24+00:00,,0.00984585,Other,"Bitcoin reserve, contact #29338918 neb_401 (1000+; 100%)"
,2018-10-02T11:22:30+00:00,0.02247263,,Other,Contact #29294810 release
,2018-10-02T13:42:02+00:00,0.04757000,,Other,Contact #29421358 release
,2018-10-03T01:47:18+00:00,,0.00907936,Other,"Bitcoin reserve, contact #29460554 neb_401 (1000+; 100%)"
,2018-10-03T02:33:26+00:00,0.03956370,,Other,Contact #29460756 release
,2018-10-03T03:29:19+00:00,0.02510001,,Other,Contact #29461554 release
,2018-10-03T04:48:43+00:00,0.05910344,,Other,Contact #29462575 release
,2018-10-03T21:51:31+00:00,,0.01612330,Other,"Bitcoin reserve, contact #29513272 neb_401 (1000+; 100%)"
,2018-10-03T23:18:17+00:00,0.03721609,,Other,Contact #29513923 release
,2018-10-03T23:22:18+00:00,,0.11528155,Other,"Bitcoin reserve, contact #29516543 neb_401 (1000+; 100%)"
,2018-10-03T23:59:50+00:00,,0.04343385,Other,"Bitcoin reserve, contact #29517637 neb_401 (1000+; 100%)"
,2018-10-04T00:23:41+00:00,,0.04583737,Other,"Bitcoin reserve, contact #29518263 neb_401 (1000+; 100%)"
,2018-10-04T03:10:41+00:00,,0.00221558,Other,"Bitcoin reserve, contact #29521682 neb_401 (1000+; 100%)"
,2018-10-04T04:07:39+00:00,0.01880943,,Other,Contact #29521948 release
,2018-10-04T04:46:02+00:00,,0.04486550,Other,"Bitcoin reserve, contact #29523051 neb_401 (1000+; 100%)"
,2018-10-04T05:17:28+00:00,0.15819350,,Other,Contact #29522932 release
,2018-10-04T07:19:17+00:00,,0.03567085,Other,"Bitcoin reserve, contact #29526480 neb_401 (1000+; 100%)"
