TXID, Created, Received, Sent, TXtype, TXdesc, TXNotes
,2018-06-11T20:51:38+00:00,,0.03373115,Other,"Bitcoin reserve, contact #23216839 neb_401 (1000+; 99%)"
,2018-06-12T01:37:28+00:00,,0.10970010,Other,"Bitcoin reserve, contact #23225651 neb_401 (1000+; 99%)"
,2018-06-12T01:59:24+00:00,0.01882371,,Other,Contact #23225412 release
,2018-06-12T02:04:53+00:00,0.10970010,,Other,Contact #23225651 trade canceled
,2018-06-12T02:19:24+00:00,,0.12852121,Other,"Bitcoin reserve, contact #23226469 neb_401 (1000+; 99%)"
,2018-06-12T05:02:19+00:00,0.09852902,,Other,Contact #23228078 release
,2018-06-12T12:39:17+00:00,0.07100167,,Other,3KY29BqwYZCCchBFHuALpCYWce1TxaQ31x
,2018-06-12T12:39:17+00:00,,0.00015000,Other,Deposit fee
,2018-06-12T18:08:02+00:00,0.22769851,,Other,Contact #23258992 release
,2018-06-12T18:14:06+00:00,0.03548548,,Other,Contact #23259593 release
,2018-06-12T18:40:02+00:00,0.01116693,,Other,Contact #23262659 release
,2018-06-12T19:29:33+00:00,0.01569193,,Other,Contact #23262998 release
,2018-06-12T21:39:48+00:00,,0.24857434,Other,"Bitcoin reserve, contact #23271467 neb_401 (1000+; 99%)"
,2018-06-12T22:05:48+00:00,,0.06613952,Other,"Bitcoin reserve, contact #23272398 neb_401 (1000+; 99%)"
,2018-06-12T22:52:04+00:00,,0.05776184,Other,"Bitcoin reserve, contact #23273813 neb_401 (1000+; 99%)"
,2018-06-12T22:53:31+00:00,,0.05511627,Other,"Bitcoin reserve, contact #23273858 neb_401 (1000+; 99%)"
,2018-06-12T22:53:51+00:00,0.05511627,,Other,Contact #23273858 trade canceled
,2018-06-12T23:12:04+00:00,0.24857434,,Other,Contact #23271467 payment timeout from buyer
,2018-06-12T23:36:03+00:00,0.06613952,,Other,Contact #23272398 payment timeout from buyer
,2018-06-13T02:51:05+00:00,,0.02204650,Other,"Bitcoin reserve, contact #23278945 neb_401 (1000+; 99%)"
,2018-06-13T02:59:46+00:00,,0.01059345,Other,"Bitcoin reserve, contact #23279072 neb_401 (1000+; 99%)"
,2018-06-13T03:01:07+00:00,,0.00270241,Other,"Bitcoin reserve, contact #23279098 neb_401 (1000+; 99%)"
,2018-06-13T04:04:16+00:00,,0.02190379,Other,"Bitcoin reserve, contact #23279947 neb_401 (1000+; 99%)"
,2018-06-13T04:14:20+00:00,0.05112411,,Other,Contact #23279589 release
,2018-06-13T04:59:13+00:00,0.03916687,,Other,Contact #23280155 release
,2018-06-13T05:16:58+00:00,0.01194293,,Other,Contact #23279539 release
,2018-06-13T05:18:19+00:00,,0.06613952,Other,Contact #23272398 reopen
,2018-06-13T07:26:12+00:00,,0.24857434,Other,Contact #23271467 reopen
,2018-06-14T02:38:00+00:00,,0.03285568,Other,"Bitcoin reserve, contact #23332361 neb_401 (1000+; 99%)"
,2018-06-14T02:39:38+00:00,0.03285568,,Other,Contact #23332361 trade canceled
,2018-06-14T16:52:46+00:00,0.07712147,,Other,Contact #23360873 release
,2018-06-14T18:43:34+00:00,0.02996503,,Other,Contact #23367500 release
,2018-06-14T20:30:18+00:00,,0.00754384,Send to address,15TWTk9sRrg6uJZi3fQCsrf79KGgswScvW
,2018-06-14T20:30:18+00:00,,0.00005000,Other,fee
,2018-06-14T23:11:48+00:00,,0.01567300,Send to address,3BhaBzX6u9JCuxtRV9MFcsQKPZ71WWsBS7
,2018-06-14T23:11:48+00:00,,0.00005000,Other,fee
,2018-06-15T02:23:16+00:00,,0.00537475,Send to address,15TWTk9sRrg6uJZi3fQCsrf79KGgswScvW
,2018-06-15T02:23:16+00:00,,0.00005000,Other,fee
,2018-06-15T03:23:07+00:00,,0.04278686,Other,"Bitcoin reserve, contact #23387864 neb_401 (1000+; 99%)"
,2018-06-15T04:56:01+00:00,0.04498122,,Other,Contact #23387801 release
,2018-06-15T06:49:01+00:00,0.09021169,,Other,Contact #23390366 release
,2018-06-15T14:59:31+00:00,0.05939971,,Other,Contact #23410962 release
,2018-06-15T16:50:26+00:00,,0.04468956,Other,"Bitcoin reserve, contact #23422658 neb_401 (1000+; 99%)"
,2018-06-15T16:52:30+00:00,0.04468956,,Other,Contact #23422658 trade canceled
,2018-06-15T16:53:40+00:00,,0.04468956,Other,"Bitcoin reserve, contact #23422898 neb_401 (1000+; 99%)"
,2018-06-15T17:00:02+00:00,0.04468956,,Other,Contact #23422898 trade canceled
,2018-06-15T18:56:36+00:00,0.01931714,,Other,Contact #23426032 release
,2018-06-15T19:14:59+00:00,,0.19000000,Other,N=Julie-Morin-Alain P=1800.00 ID=163501
,2018-06-15T19:36:09+00:00,0.02472982,,Other,Contact #23425679 release
,2018-06-15T20:10:10+00:00,0.04477937,,Other,Contact #23431106 release
,2018-06-15T20:18:43+00:00,0.05832470,,Other,Contact #23432176 release
,2018-06-15T20:45:48+00:00,0.01882371,,Other,Contact #23431596 release
,2018-06-17T04:44:28+00:00,0.34454118,,Other,3C4uPVUc98KZsUmUUbtCYHNbhqvgagvhZ7
,2018-06-17T04:44:28+00:00,,0.00015000,Other,Deposit fee
,2018-06-17T16:22:26+00:00,,0.00217250,Other,"Bitcoin reserve, contact #23520979 neb_401 (1000+; 99%)"
,2018-06-17T16:22:28+00:00,,0.01026801,Other,"Bitcoin reserve, contact #23520980 neb_401 (1000+; 99%)"
,2018-06-17T16:30:29+00:00,,0.00216168,Other,"Bitcoin reserve, contact #23521290 neb_401 (1000+; 99%)"
,2018-06-17T16:35:33+00:00,,0.00268088,Other,"Bitcoin reserve, contact #23521494 neb_401 (1000+; 99%)"
,2018-06-17T20:04:49+00:00,,0.12980170,Other,"Bitcoin reserve, contact #23529200 neb_401 (1000+; 99%)"
,2018-06-17T21:02:08+00:00,0.03411787,,Other,Contact #23530282 release
,2018-06-17T21:32:06+00:00,0.08910025,,Other,Contact #23530535 release
,2018-06-17T22:47:14+00:00,,0.04029067,Other,"Bitcoin reserve, contact #23532841 neb_401 (1000+; 99%)"
,2018-06-17T23:02:23+00:00,,0.01622522,Other,"Bitcoin reserve, contact #23533146 neb_401 (1000+; 99%)"
,2018-06-17T23:37:02+00:00,,0.01352101,Other,"Bitcoin reserve, contact #23533735 neb_401 (1000+; 99%)"
,2018-06-17T23:41:54+00:00,0.01352101,,Other,Contact #23533735 trade canceled
,2018-06-17T23:50:18+00:00,0.04029067,,Other,Contact #23532841 trade canceled
,2018-06-18T00:16:15+00:00,,0.00540841,Other,"Bitcoin reserve, contact #23534310 neb_401 (1000+; 99%)"
,2018-06-18T00:46:37+00:00,0.00540841,,Other,Contact #23534310 trade canceled
,2018-06-18T01:29:36+00:00,0.01655924,,Other,Contact #23534615 release
,2018-06-18T01:57:35+00:00,2.00000000,,Other,3C4uPVUc98KZsUmUUbtCYHNbhqvgagvhZ7
,2018-06-18T01:57:35+00:00,,0.00015000,Other,Deposit fee
,2018-06-18T03:35:14+00:00,,0.00400000,Send to address,15TWTk9sRrg6uJZi3fQCsrf79KGgswScvW
,2018-06-18T03:35:14+00:00,,0.00005000,Other,fee
,2018-06-18T03:42:24+00:00,,0.06026253,Other,"Bitcoin reserve, contact #23536675 neb_401 (1000+; 99%)"
,2018-06-18T04:12:29+00:00,,0.00429767,Other,"Bitcoin reserve, contact #23536992 neb_401 (1000+; 99%)"
,2018-06-18T12:01:21+00:00,,0.06767040,Other,"Bitcoin reserve, contact #23549482 neb_401 (1000+; 99%)"
,2018-06-18T14:32:20+00:00,,0.00760996,Other,"Bitcoin reserve, contact #23556473 neb_401 (1000+; 99%)"
,2018-06-18T17:56:35+00:00,,0.03860161,Other,"Bitcoin reserve, contact #23568585 neb_401 (1000+; 99%)"
,2018-06-18T18:08:39+00:00,,0.02400410,Other,"Bitcoin reserve, contact #23569323 neb_401 (1000+; 99%)"
,2018-06-18T19:29:45+00:00,,0.02838355,Other,"Bitcoin reserve, contact #23573683 neb_401 (1000+; 99%)"
,2018-06-18T19:40:04+00:00,0.02400410,,Other,Contact #23569323 payment timeout from buyer
,2018-06-18T19:46:28+00:00,,0.02400410,Other,Contact #23569323 reopen
,2018-06-19T03:37:10+00:00,,0.22057217,Other,"Bitcoin reserve, contact #23587597 neb_401 (1000+; 99%)"
,2018-06-19T15:47:00+00:00,,0.14075900,Other,"Bitcoin reserve, contact #23613564 neb_401 (1000+; 99%)"
,2018-06-19T15:47:28+00:00,0.14075900,,Other,Contact #23613564 trade canceled
,2018-06-19T15:55:35+00:00,,0.00126293,Other,"Bitcoin reserve, contact #23614034 neb_401 (1000+; 99%)"
,2018-06-19T17:00:48+00:00,0.10275477,,Other,Contact #23615233 release
,2018-06-19T17:16:16+00:00,0.28407689,,Other,Contact #23613989 release
,2018-06-19T18:02:37+00:00,,0.13669091,Other,"Bitcoin reserve, contact #23621178 neb_401 (1000+; 99%)"
,2018-06-19T18:33:24+00:00,,0.01096158,Other,"Bitcoin reserve, contact #23622676 neb_401 (1000+; 99%)"
,2018-06-20T00:55:40+00:00,,0.01638745,Other,"Bitcoin reserve, contact #23636072 neb_401 (1000+; 99%)"
,2018-06-20T01:07:04+00:00,,0.00983247,Other,"Bitcoin reserve, contact #23636336 neb_401 (1000+; 99%)"
,2018-06-20T01:07:40+00:00,0.00983247,,Other,Contact #23636336 trade canceled
,2018-06-20T01:14:35+00:00,,0.02193269,Other,"Bitcoin reserve, contact #23636482 neb_401 (1000+; 99%)"
,2018-06-20T02:18:09+00:00,,0.06693027,Other,"Bitcoin reserve, contact #23637630 neb_401 (1000+; 99%)"
,2018-06-20T02:34:23+00:00,,0.02231009,Other,"Bitcoin reserve, contact #23637856 neb_401 (1000+; 99%)"
,2018-06-20T02:48:03+00:00,0.02193269,,Other,Contact #23636482 payment timeout from buyer
,2018-06-20T02:58:34+00:00,,0.02193269,Other,"Bitcoin reserve, contact #23638169 neb_401 (1000+; 99%)"
,2018-06-20T03:14:13+00:00,0.02231009,,Other,Contact #23637856 trade canceled
,2018-06-20T03:25:24+00:00,,0.00511066,Other,"Bitcoin reserve, contact #23638490 neb_401 (1000+; 99%)"
,2018-06-20T03:54:10+00:00,,0.19138664,Other,Bitcoin sell #23638837 tefl0n (1000+; 100%)
,2018-06-20T04:06:42+00:00,,0.01328425,Other,"Bitcoin reserve, contact #23638973 neb_401 (1000+; 99%)"
,2018-06-20T04:17:02+00:00,,0.00885616,Other,"Bitcoin reserve, contact #23639107 neb_401 (1000+; 99%)"
,2018-06-20T04:23:29+00:00,0.07140796,,Other,Contact #23638742 release
,2018-06-20T05:16:27+00:00,,0.00553510,Other,"Bitcoin reserve, contact #23639876 neb_401 (1000+; 99%)"
,2018-06-20T05:52:52+00:00,0.34486292,,Other,38b687nae3RwRN58ZjJU1qHNueUEFPMFUv
,2018-06-20T05:52:52+00:00,,0.00015111,Other,Deposit fee
,2018-06-20T06:36:07+00:00,0.00553510,,Other,Contact #23639876 trade canceled
,2018-06-20T08:16:55+00:00,0.01328425,,Other,Contact #23638973 trade canceled
,2018-06-20T14:57:22+00:00,,0.01236206,Other,"Bitcoin reserve, contact #23660458 neb_401 (1000+; 99%)"
,2018-06-20T14:58:48+00:00,0.01236206,,Other,Contact #23660458 trade canceled
,2018-06-20T15:24:23+00:00,,0.01644951,Other,"Bitcoin reserve, contact #23662080 neb_401 (1000+; 99%)"
,2018-06-20T16:07:15+00:00,,0.26867535,Other,"Bitcoin reserve, contact #23664584 neb_401 (1000+; 99%)"
,2018-06-20T16:24:43+00:00,,0.01913915,Other,"Bitcoin reserve, contact #23665609 neb_401 (1000+; 99%)"
,2018-06-20T16:41:32+00:00,,0.02796417,Other,"Bitcoin reserve, contact #23666561 neb_401 (1000+; 99%)"
,2018-06-20T17:24:39+00:00,,0.00548317,Other,"Bitcoin reserve, contact #23669044 neb_401 (1000+; 99%)"
,2018-06-20T18:12:04+00:00,0.02796417,,Other,Contact #23666561 payment timeout from buyer
,2018-06-20T20:08:35+00:00,,0.00712813,Other,"Bitcoin reserve, contact #23677319 neb_401 (1000+; 99%)"
,2018-06-20T20:17:21+00:00,,0.01179394,Other,"Bitcoin reserve, contact #23677730 neb_401 (1000+; 99%)"
,2018-06-20T21:03:37+00:00,0.04930900,,Other,Contact #23677849 release
,2018-06-21T00:04:06+00:00,0.07463621,,Other,Contact #23677394 release
,2018-06-21T02:43:14+00:00,0.01708031,,Other,Contact #23687741 release
,2018-06-21T03:45:43+00:00,,0.01230000,Send to address,1V7omAvP1U81T6ju53u6uctTbfJrhZeVk
,2018-06-21T03:45:43+00:00,,0.00006932,Other,fee
,2018-06-21T11:36:23+00:00,,0.03955472,Other,"Bitcoin reserve, contact #23700827 neb_401 (1000+; 99%)"
,2018-06-21T17:54:20+00:00,0.03524455,,Other,Contact #23719477 release
,2018-06-22T02:54:47+00:00,,0.01097827,Other,"Bitcoin reserve, contact #23739593 neb_401 (1000+; 99%)"
,2018-06-22T03:23:55+00:00,0.03121094,,Other,Contact #23739755 release
,2018-06-22T14:19:06+00:00,,0.06733334,Other,"Bitcoin reserve, contact #23764369 neb_401 (1000+; 99%)"
,2018-06-22T20:03:08+00:00,,0.01171014,Other,"Bitcoin reserve, contact #23786251 neb_401 (1000+; 99%)"
,2018-06-22T20:03:14+00:00,,0.01171014,Other,"Bitcoin reserve, contact #23786260 neb_401 (1000+; 99%)"
,2018-06-22T20:07:19+00:00,0.01171014,,Other,Contact #23786260 trade canceled
,2018-06-22T20:13:28+00:00,0.04949950,,Other,Contact #23783703 release
,2018-06-22T20:30:00+00:00,,0.01428050,Other,"Bitcoin reserve, contact #23787630 neb_401 (1000+; 99%)"
,2018-06-22T20:33:15+00:00,0.01428050,,Other,Contact #23787630 trade canceled
,2018-06-22T20:38:52+00:00,,0.01151654,Other,"Bitcoin reserve, contact #23788095 neb_401 (1000+; 99%)"
,2018-06-22T21:00:19+00:00,0.04283785,,Other,Contact #23785501 release
,2018-06-22T21:18:47+00:00,0.00966229,,Other,Contact #23787437 release
,2018-06-22T22:31:50+00:00,,0.00806158,Other,"Bitcoin reserve, contact #23792641 neb_401 (1000+; 99%)"
,2018-06-22T23:44:07+00:00,,0.01156183,Other,N=Olivier-Dube P=100.00 ID=9300
,2018-06-23T00:08:40+00:00,,0.00690993,Other,"Bitcoin reserve, contact #23795413 neb_401 (1000+; 99%)"
,2018-06-23T00:39:34+00:00,,0.01428050,Other,"Bitcoin reserve, contact #23796096 neb_401 (1000+; 99%)"
,2018-06-23T01:00:16+00:00,,0.00575826,Other,"Bitcoin reserve, contact #23796564 neb_401 (1000+; 99%)"
,2018-06-23T02:13:32+00:00,,0.00568126,Other,"Bitcoin reserve, contact #23797929 neb_401 (1000+; 99%)"
,2018-06-23T02:36:21+00:00,,0.00463250,Other,"Bitcoin reserve, contact #23798259 neb_401 (1000+; 99%)"
,2018-06-23T03:57:18+00:00,,0.02840628,Other,"Bitcoin reserve, contact #23799337 neb_401 (1000+; 99%)"
,2018-06-23T04:17:16+00:00,,0.00568126,Other,"Bitcoin reserve, contact #23799639 neb_401 (1000+; 99%)"
,2018-06-23T05:52:39+00:00,0.00000405,,Other,Affiliate Payout ID 206643
,2018-06-23T06:35:20+00:00,,0.00337083,Other,"Bitcoin reserve, contact #23802041 neb_401 (1000+; 99%)"
,2018-06-23T18:01:34+00:00,,0.00652558,Other,"Bitcoin reserve, contact #23831426 neb_401 (1000+; 99%)"
,2018-06-23T18:42:09+00:00,,0.00566850,Other,"Bitcoin reserve, contact #23833475 neb_401 (1000+; 99%)"
,2018-06-23T20:06:05+00:00,,0.01700550,Other,"Bitcoin reserve, contact #23837221 neb_401 (1000+; 99%)"
,2018-06-23T22:43:04+00:00,,0.00500000,Other,N=Vincent-Weightman P=50.00 ID=41.17
,2018-06-23T22:44:07+00:00,,0.19983194,Other,"Bitcoin reserve, contact #23842615 neb_401 (1000+; 99%)"
,2018-06-23T23:34:20+00:00,,0.01843452,Other,"Bitcoin reserve, contact #23843853 neb_401 (1000+; 99%)"
,2018-06-24T00:31:35+00:00,,0.00820000,Send to address,15TWTk9sRrg6uJZi3fQCsrf79KGgswScvW
,2018-06-24T00:31:35+00:00,,0.00005000,Other,fee
,2018-06-24T00:40:09+00:00,,0.02378648,Other,"Bitcoin reserve, contact #23845287 neb_401 (1000+; 99%)"
,2018-06-24T04:06:59+00:00,,0.12000000,Other,N=Olivier-Dube P=1000.00 ID=96624
,2018-06-24T10:42:56+00:00,0.01277017,,Other,3C9c1XLjf3JwhLVfoAfW6uNe6Kanbq8uxS
,2018-06-24T10:42:56+00:00,,0.00015000,Other,Deposit fee
,2018-06-24T22:28:38+00:00,,0.00294900,Other,"Bitcoin reserve, contact #23882784 neb_401 (1000+; 99%)"
