TXID, Created, Received, Sent, TXtype, TXdesc, TXNotes
,2018-09-01T03:30:02+00:00,,0.01010000,Send to address,1EK2YbBCJyDwSQFu6WYFqxprJdjrcRkLEr
,2018-09-01T03:30:02+00:00,,0.00005000,Other,fee
,2018-09-01T03:39:28+00:00,,0.00453977,Other,Remboursement BTC à Mathieu Sweeney
,2018-09-01T18:02:11+00:00,0.02399053,,Other,3QRTCmHmHCiHwJaRXYwzZgzW456AefZ4Fn
,2018-09-01T18:02:11+00:00,,0.00015000,Other,Deposit fee
,2018-09-01T18:21:57+00:00,,0.00680000,Send to address,1EK2YbBCJyDwSQFu6WYFqxprJdjrcRkLEr
,2018-09-01T18:21:58+00:00,,0.00005000,Other,fee
,2018-09-01T20:11:18+00:00,,0.00970000,Send to address,1EK2YbBCJyDwSQFu6WYFqxprJdjrcRkLEr
,2018-09-01T20:11:18+00:00,,0.00005000,Other,fee
,2018-09-02T09:38:11+00:00,0.03304820,,Other,3QRTCmHmHCiHwJaRXYwzZgzW456AefZ4Fn
,2018-09-02T09:38:11+00:00,,0.00015000,Other,Deposit fee
,2018-09-03T22:18:27+00:00,,0.01738276,Other,"Bitcoin reserve, contact #27771911 neb_401 (1000+; 100%)"
,2018-09-03T22:34:46+00:00,,0.00504126,Other,"Bitcoin reserve, contact #27772497 neb_401 (1000+; 100%)"
,2018-09-03T22:44:03+00:00,,0.02301487,Other,"Bitcoin reserve, contact #27772785 neb_401 (1000+; 100%)"
,2018-09-04T16:29:52+00:00,0.01341087,,Other,Contact #27808801 release
,2018-09-04T16:53:31+00:00,0.02391885,,Other,Contact #27807998 release
,2018-09-05T01:18:57+00:00,0.04945625,,Other,3EAMb3KwdPz9umWwb82ZB3qKd5gzEeoCoJ
,2018-09-05T01:18:57+00:00,,0.00015000,Other,Deposit fee
,2018-09-05T04:38:32+00:00,,0.00494740,Other,"Bitcoin reserve, contact #27838251 neb_401 (1000+; 100%)"
,2018-09-05T09:11:20+00:00,,0.07925744,Other,"Bitcoin reserve, contact #27845580 neb_401 (1000+; 100%)"
,2018-09-05T09:14:45+00:00,0.07925744,,Other,Contact #27845580 trade canceled
,2018-09-05T09:33:25+00:00,0.44142142,,Other,3DCyQ63wWDUvfPx3WQi8bJh8v9q7TTV7QA
,2018-09-05T09:33:25+00:00,,0.00015000,Other,Deposit fee
,2018-09-05T15:40:01+00:00,0.05049741,,Other,Contact #27865101 release
,2018-09-05T15:57:29+00:00,,0.00774777,Other,"Bitcoin reserve, contact #27868967 neb_401 (1000+; 100%)"
,2018-09-05T16:07:51+00:00,,0.00950393,Other,"Bitcoin reserve, contact #27869718 neb_401 (1000+; 100%)"
