id,created_at,buyer,seller,trade_type,btc_amount,btc_traded,fee_btc,btc_amount_less_fee,btc_final,fiat_amount,fiat_fee,fiat_per_btc,currency,exchange_rate,transaction_released_at,online_provider,reference
12551044,2017-07-09 18:03:29+00:00,neb_401,tom1010,LOCAL_SELL,0.02916872,0.02916872,0.00,0.02916872,0.02916872,100.00,0.00,3428.33,CAD,3428.33,,,L12551044B7H0G4
12580117,2017-07-11 02:01:50+00:00,WFREDERICKS,neb_401,ONLINE_BUY,0.05772689,0.05772689,0.00,0.05772689,0.05772689,200.00,0.00,3464.59,CAD,3464.59,,INTERAC,L12580117B7HMVP
12609872,2017-07-12 10:56:27+00:00,neb_401,iTok3,ONLINE_BUY,0.01402225,0.01402225,0.00014022,0.01388203,0.01388203,44.54,0.45,3208.46,CAD,3176.38,,INTERAC,L12609872B7I9U8
12652874,2017-07-14 05:44:12+00:00,Dimax123,neb_401,ONLINE_SELL,0.06492212,0.06427933,0.00064279,0.06427933,0.06492212,200.00,1.98,3111.42,CAD,3111.42,,INTERAC,L12652874B7J70Q
12721638,2017-07-17 11:33:40+00:00,penderhippy,neb_401,ONLINE_SELL,0.00663663,0.00657092,0.00006571,0.00657092,0.00663663,21.00,0.21,3195.90,CAD,3195.90,,INTERAC,L12721638B7KO2U
12749283,2017-07-18 14:37:12+00:00,neb_401,chrisjenkins,ONLINE_SELL,0.21089038,0.21089038,0.00,0.21089038,0.21089038,500.00,0.00,2370.90,USD,2370.90,,MONEYGRAM,L12749283B7L9ER
12756508,2017-07-18 19:42:25+00:00,neb_401,lonelyworks0,ONLINE_SELL,0.10949168,0.10949168,0.00,0.10949168,0.10949168,350.00,0.00,3196.59,CAD,3196.59,,CASH_DEPOSIT,L12756508B7LEZG
12785536,2017-07-20 02:24:10+00:00,neb_401,vinxe,ONLINE_SELL,0.11020741,0.11020741,0.00,0.11020741,0.11020741,350.00,0.00,3175.83,CAD,3175.83,,INTERAC,L12785536B7M1DS
12801869,2017-07-20 17:59:10+00:00,neb_401,bitcoinish,ONLINE_SELL,0.19994705,0.19994705,0.00,0.19994705,0.19994705,694.80,0.00,3474.92,CAD,3474.92,,CASH_DEPOSIT,L12801869B7MDZH
12801891,2017-07-20 18:00:09+00:00,neb_401,bitcoinish,ONLINE_SELL,0.20002475,0.20002475,0.00,0.20002475,0.20002475,695.07,0.00,3474.92,CAD,3474.92,,CASH_DEPOSIT,L12801891B7ME03
12831856,2017-07-21 21:36:59+00:00,alysa08,neb_401,ONLINE_SELL,0.01446389,0.01432068,0.00014321,0.01432068,0.01446389,55.00,0.54,3840.60,CAD,3840.60,,INTERAC,L12831856B7N14G
12860512,2017-07-23 10:34:39+00:00,FamilyHill,neb_401,ONLINE_SELL,0.00975855,0.00966193,0.00009662,0.00966193,0.00975855,40.00,0.40,4139.96,CAD,4139.96,,INTERAC,L12860512B7NN8G
12890539,2017-07-24 20:26:51+00:00,neb_401,canadianbitcoinminer,ONLINE_SELL,0.10083056,0.10083056,0.00,0.10083056,0.10083056,350.00,0.00,3471.17,CAD,3471.17,,CASH_DEPOSIT,L12890539B7OAEJ
12895422,2017-07-25 02:27:40+00:00,neb_401,smario699,ONLINE_SELL,0.22632691,0.22632691,0.00,0.22632691,0.22632691,800.00,0.00,3534.71,CAD,3534.71,,INTERAC,L12895422B7OE66
12895438,2017-07-25 02:29:18+00:00,neb_401,smario699,ONLINE_SELL,0.09844125,0.09844125,0.00,0.09844125,0.09844125,350.00,0.00,3555.42,CAD,3555.42,,INTERAC,L12895438B7OE6M
12911682,2017-07-25 18:24:09+00:00,neb_401,lonelyworks0,ONLINE_SELL,0.04851443,0.04851443,0.00,0.04851443,0.04851443,165.00,0.00,3401.05,CAD,3401.05,,INTERAC,L12911682B7OQPU
12917809,2017-07-25 23:31:13+00:00,Watcha27,neb_401,ONLINE_SELL,0.02718986,0.02692065,0.00026921,0.02692065,0.02718986,100.00,0.99,3714.62,CAD,3714.62,,INTERAC,L12917809B7OVG1
12931172,2017-07-26 15:11:58+00:00,andymurphy7777,neb_401,ONLINE_SELL,0.03564806,0.03529511,0.00035295,0.03529511,0.03564806,130.00,1.29,3683.23,CAD,3683.23,,INTERAC,L12931172B7P5R8
12941779,2017-07-26 23:37:33+00:00,amloyst,neb_401,ONLINE_SELL,0.03871120,0.03832792,0.00038328,0.03832792,0.03871120,140.00,1.39,3652.69,CAD,3652.69,,INTERAC,L12941779B7PDXV
13426544,2017-08-15 22:39:33+00:00,Fred2969,neb_401,ONLINE_SELL,0.02005062,0.01985210,0.00019852,0.01985210,0.02005062,108.00,1.07,5440.23,CAD,5440.23,,INTERAC,L13426544B7ZRZK
13474115,2017-08-17 16:57:14+00:00,Kraekin,neb_401,ONLINE_BUY,0.01999939,0.01999939,0.00,0.01999939,0.01999939,125.52,0.00,6276.19,CAD,6276.19,,INTERAC,L13474115B80SOZ
13476504,2017-08-17 18:19:28+00:00,neb_401,vinxe,ONLINE_SELL,0.15146044,0.15146044,0.00,0.15146044,0.15146044,885.00,0.00,5843.11,CAD,5843.11,,INTERAC,L13476504B80UJC
13480690,2017-08-17 21:04:41+00:00,therealscoop,neb_401,ONLINE_SELL,0.01212392,0.01200388,0.00012004,0.01200388,0.01212392,75.00,0.74,6247.98,CAD,6247.98,,INTERAC,L13480690B80XRM
13480913,2017-08-17 21:13:29+00:00,therealscoop,neb_401,ONLINE_SELL,0.01220475,0.01208391,0.00012084,0.01208391,0.01220475,75.50,0.75,6247.98,CAD,6247.98,,INTERAC,L13480913B80XXT
13502786,2017-08-18 17:13:53+00:00,neb_401,zainc,ONLINE_SELL,0.09217660,0.09217660,0.00,0.09217660,0.09217660,500.00,0.00,5424.37,CAD,5424.37,,INTERAC,L13502786B81ETE
13515263,2017-08-19 03:48:56+00:00,trevelder,neb_401,ONLINE_SELL,0.05519578,0.05464929,0.00054649,0.05464929,0.05519578,340.00,3.37,6221.49,CAD,6221.49,,INTERAC,L13515263B81OFZ
13515005,2017-08-19 03:18:24+00:00,AliG87,neb_401,ONLINE_SELL,0.00649362,0.00642933,0.00006429,0.00642933,0.00649362,40.00,0.40,6221.49,CAD,6221.49,,INTERAC,L13515005B81O8T
13540638,2017-08-20 05:20:28+00:00,abdussamad957739,neb_401,ONLINE_SELL,0.01635059,0.01618870,0.00016189,0.01618870,0.01635059,100.00,0.99,6177.15,CAD,6177.15,,INTERAC,L13540638B8280U
13552048,2017-08-20 16:52:18+00:00,Mamadou020,neb_401,ONLINE_SELL,0.01284811,0.01272090,0.00012721,0.01272090,0.01284811,76.00,0.75,5974.42,CAD,5974.42,,INTERAC,L13552048B82GTS
13555403,2017-08-20 19:42:36+00:00,penderhippy,neb_401,ONLINE_SELL,0.00840674,0.00832350,0.00008324,0.00832350,0.00840674,50.00,0.50,6007.09,CAD,6007.09,,INTERAC,L13555403B82JEZ
13555742,2017-08-20 20:01:46+00:00,penderhippy,neb_401,ONLINE_SELL,0.00840674,0.00832350,0.00008324,0.00832350,0.00840674,50.00,0.50,6007.09,CAD,6007.09,,INTERAC,L13555742B82JOE
13559257,2017-08-20 23:49:42+00:00,jamesbevans,neb_401,ONLINE_BUY,0.12000032,0.12000032,0.00,0.12000032,0.12000032,750.74,0.00,6256.15,CAD,6256.15,,INTERAC,L13559257B82ME1
13560193,2017-08-21 01:29:02+00:00,Endowed122,neb_401,ONLINE_SELL,0.01640815,0.01624569,0.00016246,0.01624569,0.01640815,100.00,0.99,6155.48,CAD,6155.48,,INTERAC,L13560193B82N41
13561919,2017-08-21 04:53:20+00:00,Lridshack,neb_401,ONLINE_SELL,0.03222548,0.03190642,0.00031906,0.03190642,0.03222548,200.00,1.98,6268.33,CAD,6268.33,,INTERAC,L13561919B82OFZ
13579610,2017-08-21 18:58:15+00:00,joujou,neb_401,ONLINE_SELL,0.00423526,0.00419333,0.00004193,0.00419333,0.00423526,25.00,0.25,5961.85,CAD,5961.85,,INTERAC,L13579610B8323E
13588028,2017-08-22 03:27:55+00:00,sledrevy,neb_401,ONLINE_SELL,0.11191135,0.11080332,0.00110803,0.11080332,0.11191135,600.00,5.94,5415.00,CAD,5415.00,,INTERAC,L13588028B838L8
13602556,2017-08-22 16:22:46+00:00,neb_401,zSerity,ONLINE_BUY,0.04984916,0.04984916,0.00049849,0.04935067,0.04935067,250.00,2.50,5065.79,CAD,5015.13,,INTERAC,L13602556B83JSS
13615369,2017-08-23 05:43:37+00:00,penderhippy,neb_401,ONLINE_SELL,0.00175961,0.00174219,0.00001742,0.00174219,0.00175961,10.00,0.10,5739.90,CAD,5739.90,,INTERAC,L13615369B83TOP
13630608,2017-08-23 17:36:33+00:00,ChevyFan,neb_401,ONLINE_SELL,0.10241660,0.10140257,0.00101403,0.10140257,0.10241660,600.00,5.94,5917.01,CAD,5917.01,,INTERAC,L13630608B845G0
13645092,2017-08-24 09:33:09+00:00,ChevyFan,neb_401,ONLINE_SELL,0.03520983,0.03486122,0.00034861,0.03486122,0.03520983,205.00,2.03,5880.46,CAD,5880.46,,INTERAC,L13645092B84GMC
13705540,2017-08-26 15:09:06+00:00,sbacct6,neb_401,ONLINE_SELL,0.00518522,0.00513388,0.00005134,0.00513388,0.00518522,33.10,0.33,6447.37,CAD,6447.37,,INTERAC,L13705540B85R9G
13751360,2017-08-28 17:29:57+00:00,neb_401,canadianbitcoinminer,ONLINE_SELL,0.09092513,0.09092513,0.00,0.09092513,0.09092513,500.00,0.00,5499.03,CAD,5499.03,,CASH_DEPOSIT,L13751360B86QM8
13775793,2017-08-29 15:44:04+00:00,JOHNPUTA,neb_401,ONLINE_SELL,0.01607922,0.01592002,0.00015920,0.01592002,0.01607922,100.00,0.99,6281.40,CAD,6281.40,,CASH_DEPOSIT,L13775793B879GX
13783658,2017-08-29 20:36:41+00:00,neb_401,btcpixie,ONLINE_SELL,0.08361728,0.08361728,0.00,0.08361728,0.08361728,480.00,0.00,5740.44,CAD,5740.44,,CASH_DEPOSIT,L13783658B87FJE
13783797,2017-08-29 20:42:40+00:00,neb_401,zxcvbnm_3,ONLINE_SELL,0.08370039,0.08370039,0.00,0.08370039,0.08370039,480.00,0.00,5734.74,CAD,5734.74,,CASH_DEPOSIT,L13783797B87FN9
13791618,2017-08-30 06:37:10+00:00,meneyerji,neb_401,ONLINE_SELL,0.00748450,0.00741040,0.00007410,0.00741040,0.00748450,50.00,0.50,6747.27,CAD,6747.27,,PAYPAL,L13791618B87LOI
13842276,2017-08-31 21:40:01+00:00,bigmoneyBTC,neb_401,ONLINE_SELL,0.01471844,0.01457271,0.00014573,0.01457271,0.01471844,100.00,0.99,6862.14,CAD,6862.14,,CASH_DEPOSIT,L13842276B88ORO
13847290,2017-09-01 03:33:23+00:00,Tragicfuckingcunt,neb_401,ONLINE_SELL,0.00708484,0.00701469,0.00007015,0.00701469,0.00708484,50.00,0.50,7127.90,CAD,7127.90,,PAYPAL,L13847290B88SMY
13867417,2017-09-01 18:12:11+00:00,neb_401,frostypenguin,ONLINE_SELL,0.15797164,0.15797164,0.00,0.15797164,0.15797164,1000.00,0.00,6330.25,CAD,6330.25,,CASH_DEPOSIT,138674177
13873111,2017-09-01 21:27:14+00:00,Waynedale1945,neb_401,ONLINE_SELL,0.02162861,0.02141447,0.00021414,0.02141447,0.02162861,150.00,1.49,7004.61,CAD,7004.61,,PAYPAL,L13873111B89CK7
13885982,2017-09-02 11:15:51+00:00,jeffmaster41,neb_401,ONLINE_SELL,0.03555252,0.03520051,0.00035201,0.03520051,0.03555252,250.00,2.48,7102.17,CAD,7102.17,,PAYPAL,L13885982B89MHQ
13901648,2017-09-02 22:25:51+00:00,dominorocker,neb_401,ONLINE_SELL,0.00355525,0.00352005,0.00003520,0.00352005,0.00355525,25.00,0.25,7102.17,CAD,7102.17,,PAYPAL,L13901648B89YKW
13902985,2017-09-02 23:52:50+00:00,nicofey03,neb_401,ONLINE_SELL,0.02488676,0.02464036,0.00024640,0.02464036,0.02488676,175.00,1.73,7102.17,CAD,7102.17,,PAYPAL,L13902985B89ZM1
13901793,2017-09-02 22:34:19+00:00,andresquintero99,neb_401,ONLINE_SELL,0.00355525,0.00352005,0.00003520,0.00352005,0.00355525,25.00,0.25,7102.17,CAD,7102.17,,PAYPAL,L13901793B89YOX
13906256,2017-09-03 05:42:50+00:00,cheesywiz420yes,neb_401,ONLINE_SELL,0.00714656,0.00707580,0.00007076,0.00707580,0.00714656,50.00,0.50,7066.34,CAD,7066.34,,PAYPAL,L13906256B8A24W
13909279,2017-09-03 09:17:45+00:00,B0T0C_usa2006,neb_401,ONLINE_BUY,0.00591855,0.00591855,0.00,0.00591855,0.00591855,50.00,0.00,8448.02,CAD,8448.02,,PAYPAL,L13909279B8A4GV
13925027,2017-09-03 23:13:07+00:00,ziad0003,neb_401,ONLINE_SELL,0.03181423,0.03149924,0.00031499,0.03149924,0.03181423,250.00,2.48,7936.70,CAD,7936.70,,PAYPAL,L13925027B8AGMB
13928282,2017-09-04 05:28:43+00:00,Ronald.Cabrera,neb_401,ONLINE_SELL,0.03065671,0.03035318,0.00030353,0.03035318,0.03065671,250.00,2.48,8236.37,CAD,8236.37,,PAYPAL,L13928282B8AJ4Q
13963408,2017-09-05 11:05:54+00:00,lixs,neb_401,ONLINE_BUY,0.23793333,0.23793333,0.00,0.23793333,0.23793333,1463.29,0.00,6150.00,USD,6150.00,,PAYPAL,L13963408B8BA8G
13979984,2017-09-05 21:05:18+00:00,ichaba,neb_401,ONLINE_SELL,0.22492295,0.22269599,0.00222696,0.22269599,0.22492295,1500.00,14.85,6735.64,CAD,6735.64,,CASH_DEPOSIT,L13979984B8BN0W
13992710,2017-09-06 11:11:36+00:00,neb_401,monsieurbitcoin,LOCAL_SELL,0.86969080,0.86969080,0.00,0.86969080,0.86969080,5000.00,0.00,5749.17,CAD,5749.17,,,L13992710B8BWUE
14006398,2017-09-06 19:36:24+00:00,kel123456789,neb_401,ONLINE_SELL,0.26219304,0.25959707,0.00259597,0.25959707,0.26219304,1700.00,16.83,6548.61,CAD,6548.61,,CASH_DEPOSIT,L14006398B8C7EM
14008092,2017-09-06 20:47:53+00:00,kel123456789,neb_401,ONLINE_SELL,0.30383205,0.30082381,0.00300824,0.30082381,0.30383205,2000.00,19.80,6648.41,CAD,6648.41,,CASH_DEPOSIT,L14008092B8C8PO
14009784,2017-09-06 22:08:57+00:00,felix16,neb_401,ONLINE_SELL,0.03074558,0.03044117,0.00030441,0.03044117,0.03074558,200.00,1.98,6570.05,CAD,6570.05,,CASH_DEPOSIT,L14009784B8CA0O
14027825,2017-09-07 15:25:26+00:00,Checkm8,neb_401,ONLINE_SELL,0.01511951,0.01496981,0.00014970,0.01496981,0.01511951,100.00,0.99,6680.11,CAD,6680.11,,CASH_DEPOSIT,L14027825B8CNXT
14029313,2017-09-07 16:18:18+00:00,ray12000,neb_401,ONLINE_SELL,0.10542892,0.10438507,0.00104385,0.10438507,0.10542892,700.00,6.93,6705.94,CAD,6705.94,,CASH_DEPOSIT,L14029313B8CP35
14040218,2017-09-08 00:15:01+00:00,inbox101,neb_401,ONLINE_SELL,0.05976855,0.05917678,0.00059177,0.05917678,0.05976855,500.00,4.95,8449.26,CAD,8449.26,,PAYPAL,L14040218B8CXI2
14043220,2017-09-08 04:53:42+00:00,neb_401,monsieurbitcoin,LOCAL_SELL,0.89340755,0.89340755,0.00,0.89340755,0.89340755,5000.00,0.00,5596.55,CAD,5596.55,,,L14043220B8CZTG
14055445,2017-09-08 14:26:01+00:00,neb_401,capitalism,ONLINE_SELL,0.35662321,0.35662321,0.00,0.35662321,0.35662321,2000.00,0.00,5608.16,CAD,5608.16,,CASH_DEPOSIT,L14055445B8D991
14058648,2017-09-08 15:59:11+00:00,Alessandro2017,neb_401,ONLINE_SELL,0.04483947,0.04439551,0.00044396,0.04439551,0.04483947,273.00,2.70,6149.27,CAD,6149.27,,CASH_DEPOSIT,L14058648B8DBQ0
14058708,2017-09-08 16:00:56+00:00,sun40,neb_401,ONLINE_SELL,0.02463707,0.02439314,0.00024393,0.02439314,0.02463707,150.00,1.49,6149.27,CAD,6149.27,,CASH_DEPOSIT,L14058708B8DBRO
14095166,2017-09-09 21:30:08+00:00,Chotadon920,neb_401,ONLINE_SELL,0.04340762,0.04297784,0.00042978,0.04297784,0.04340762,260.00,2.57,6049.63,CAD,6049.63,,CASH_DEPOSIT,L14095166B8E3WE
14097141,2017-09-09 23:41:30+00:00,Wasiu10042018,neb_401,ONLINE_SELL,0.01677738,0.01661127,0.00016611,0.01661127,0.01677738,100.00,0.99,6020.01,CAD,6020.01,,CASH_DEPOSIT,L14097141B8E5F9
14105701,2017-09-10 11:01:20+00:00,neb_401,capitalism,ONLINE_SELL,0.51000050,0.51000050,0.00,0.51000050,0.51000050,2127.36,0.00,4171.29,USD,4171.29,,INTERNATIONAL_WIRE_SWIFT,L14105701B8EC11
14116943,2017-09-10 20:24:50+00:00,Alexosmachenko,neb_401,ONLINE_SELL,0.11417860,0.11304812,0.00113048,0.11304812,0.11417860,677.00,6.70,5988.60,CAD,5988.60,,CASH_DEPOSIT,L14116943B8EKPB
14132271,2017-09-11 13:21:38+00:00,sun40,neb_401,ONLINE_SELL,0.02993602,0.02963962,0.00029640,0.02963962,0.02993602,175.00,1.73,5904.26,CAD,5904.26,,CASH_DEPOSIT,L14132271B8EWJ3
14143945,2017-09-11 20:40:53+00:00,Palishuka1,neb_401,ONLINE_SELL,0.09025271,0.08935912,0.00089359,0.08935912,0.09025271,500.00,4.95,5595.40,CAD,5595.40,,CASH_DEPOSIT,L14143945B8F5JD
14150748,2017-09-12 05:30:15+00:00,neb_401,bitbinary,ONLINE_BUY,0.04905231,0.04905231,0.00049052,0.04856179,0.04856179,250.00,2.50,5148.08,CAD,5096.60,,INTERAC,L14150748B8FASC
14166115,2017-09-12 16:41:49+00:00,neb_401,capitalism,ONLINE_SELL,0.44141224,0.44141224,0.00,0.44141224,0.44141224,2500.00,0.00,5663.64,CAD,5663.64,,CASH_DEPOSIT,L14166115B8FMN7
14167525,2017-09-12 17:32:56+00:00,neb_401,capitalism,ONLINE_SELL,0.17618196,0.17618196,0.00,0.17618196,0.17618196,1000.00,0.00,5675.95,CAD,5675.95,,CASH_DEPOSIT,L14167525B8FNQD
14169808,2017-09-12 18:54:43+00:00,neb_401,BitCoinTradeBank,ONLINE_SELL,0.10820107,0.10820107,0.00,0.10820107,0.10820107,591.69,0.00,5468.43,CAD,5468.43,,CASH_DEPOSIT,L14169808B8FPHS
14192282,2017-09-13 15:05:10+00:00,yesplease24106,neb_401,ONLINE_SELL,0.03716037,0.03679245,0.00036792,0.03679245,0.03716037,195.00,1.93,5300.00,CAD,5300.00,,CASH_DEPOSIT,L14192282B8G6U2
14203646,2017-09-13 22:12:37+00:00,Light22Complete,neb_401,ONLINE_SELL,0.77709579,0.76940177,0.00769402,0.76940177,0.77709579,5129.34,50.79,6666.66,CAD,6666.66,,CASH_DEPOSIT,L14203646B8GFLQ
14224703,2017-09-14 16:12:33+00:00,Dual62658890,neb_401,ONLINE_SELL,0.00609957,0.00603918,0.00006039,0.00603918,0.00609957,30.00,0.30,4967.56,CAD,4967.56,,CASH_DEPOSIT,L14224703B8GVUN
14228387,2017-09-14 18:12:20+00:00,Dual62658890,neb_401,ONLINE_SELL,0.00621744,0.00615588,0.00006156,0.00615588,0.00621744,30.00,0.30,4873.39,CAD,4873.39,,CASH_DEPOSIT,L14228387B8GYOZ
14251790,2017-09-15 12:37:48+00:00,nasah537,neb_401,ONLINE_SELL,0.04439560,0.04395604,0.00043956,0.04395604,0.04439560,200.00,1.98,4550.00,CAD,4550.00,,INTERAC,L14251790B8HGR2
14267369,2017-09-15 19:49:39+00:00,neb_401,Peertradecapital_Southoffice,ONLINE_SELL,0.10082293,0.10082293,0.00,0.10082293,0.10082293,512.00,0.00,5078.21,CAD,5078.21,,CASH_DEPOSIT,L14267369B8HSRT
14266981,2017-09-15 19:35:07+00:00,neb_401,BitCoinTradeBank,ONLINE_SELL,0.10836824,0.10836824,0.00,0.10836824,0.10836824,540.00,0.00,4983.01,CAD,4983.01,,CASH_DEPOSIT,L14266981B8HSH1
14278718,2017-09-16 06:51:14+00:00,neb_401,bisimai111,ONLINE_BUY,0.15370000,0.15370000,0.00153700,0.15216300,0.15216300,691.65,6.92,4545.45,CAD,4500.00,,INTERAC,L14278718B8I1J2
14323702,2017-09-17 22:16:34+00:00,pascal3440,neb_401,ONLINE_SELL,0.05254341,0.05202318,0.00052023,0.05202318,0.05254341,300.00,2.97,5766.66,CAD,5766.66,,INTERAC,L14323702B8J08M
14324442,2017-09-17 23:06:44+00:00,rickmartel,neb_401,ONLINE_SELL,0.03502894,0.03468212,0.00034682,0.03468212,0.03502894,200.00,1.98,5766.66,CAD,5766.66,,INTERAC,L14324442B8J0T6
14355611,2017-09-19 00:16:40+00:00,CryptoCofferG3,neb_401,ONLINE_SELL,0.01009888,0.00999889,0.00009999,0.00999889,0.01009888,59.66,0.59,5966.66,CAD,5966.66,,INTERAC,L14355611B8JOUZ
14366797,2017-09-19 12:00:34+00:00,iphonelover127,neb_401,ONLINE_SELL,0.08415937,0.08332611,0.00083326,0.08332611,0.08415937,500.00,4.95,6000.52,CAD,6000.52,,PAYPAL,L14366797B8JXHP
14383735,2017-09-19 23:13:43+00:00,Juniorlean,neb_401,ONLINE_SELL,0.09378416,0.09285560,0.00092856,0.09285560,0.09378416,525.00,5.20,5653.94,CAD,5653.94,,CASH_DEPOSIT,L14383735B8KAK7
14382873,2017-09-19 22:23:22+00:00,lovemeboo4x4,neb_401,ONLINE_SELL,0.22725023,0.22500023,0.00225000,0.22500023,0.22725023,1500.00,14.85,6666.66,CAD,6666.66,,CASH_DEPOSIT,L14382873B8K9W9
14395217,2017-09-20 12:11:57+00:00,lovemeboo4x4,neb_401,ONLINE_SELL,0.01792999,0.01775247,0.00017752,0.01775247,0.01792999,100.00,0.99,5633.02,CAD,5633.02,,CASH_DEPOSIT,L14395217B8KJF5
14395058,2017-09-20 12:04:38+00:00,xixis007,neb_401,ONLINE_SELL,0.04482498,0.04438117,0.00044381,0.04438117,0.04482498,250.00,2.48,5633.02,CAD,5633.02,,CASH_DEPOSIT,L14395058B8KJAQ
14395938,2017-09-20 12:40:31+00:00,Endowed122,neb_401,ONLINE_SELL,0.02198922,0.02177150,0.00021772,0.02177150,0.02198922,125.00,1.24,5741.45,CAD,5741.45,,INTERAC,L14395938B8KJZ6
14396962,2017-09-20 13:22:24+00:00,lovemeboo4x4,neb_401,ONLINE_SELL,0.09234125,0.09142698,0.00091427,0.09142698,0.09234125,550.00,5.45,6015.73,CAD,6015.73,,CASH_DEPOSIT,L14396962B8KKRM
14394398,2017-09-20 11:38:59+00:00,Hetty10,neb_401,ONLINE_SELL,0.19722990,0.19527713,0.00195277,0.19527713,0.19722990,1100.00,10.89,5633.02,CAD,5633.02,,CASH_DEPOSIT,L14394398B8KISE
14411542,2017-09-20 22:45:40+00:00,uctsm0618,neb_401,ONLINE_SELL,0.03381494,0.03348014,0.00033480,0.03348014,0.03381494,200.00,1.98,5973.69,CAD,5973.69,,PAYPAL,L14411542B8KW0M
14418681,2017-09-21 08:09:54+00:00,WojtekJanik,neb_401,ONLINE_SELL,0.36523833,0.36162211,0.00361622,0.36162211,0.36523833,2125.00,21.04,5876.30,CAD,5876.30,,CASH_DEPOSIT,L14418681B8L1IX
14424429,2017-09-21 12:43:46+00:00,WojtekJanik,neb_401,ONLINE_SELL,0.36894454,0.36529162,0.00365292,0.36529162,0.36894454,2125.00,21.04,5817.27,CAD,5817.27,,CASH_DEPOSIT,L14424429B8L5YL
14433227,2017-09-21 17:40:28+00:00,lovemeboo4x4,neb_401,ONLINE_SELL,0.02132115,0.02111005,0.00021110,0.02111005,0.02132115,125.00,1.24,5921.35,CAD,5921.35,,CASH_DEPOSIT,L14433227B8LCQZ
14441507,2017-09-21 23:32:06+00:00,neb_401,canadianbitcoinminer,ONLINE_SELL,0.13845312,0.13845312,0.00,0.13845312,0.13845312,650.00,0.00,4694.73,CAD,4694.73,,CASH_DEPOSIT,L14441507B8LJ4Z
14438824,2017-09-21 21:10:18+00:00,neb_401,canadianbitcoinminer,ONLINE_SELL,0.13718521,0.13718521,0.00,0.13718521,0.13718521,650.00,0.00,4738.12,CAD,4738.12,,CASH_DEPOSIT,L14438824B8LH2G
14451063,2017-09-22 10:22:45+00:00,Francescott,neb_401,ONLINE_SELL,0.03768523,0.03731211,0.00037312,0.03731211,0.03768523,200.00,1.98,5360.19,CAD,5360.19,,CASH_DEPOSIT,L14451063B8LQIF
14458437,2017-09-22 15:03:34+00:00,mohammad1296,neb_401,ONLINE_SELL,0.02304085,0.02281272,0.00022813,0.02281272,0.02304085,125.00,1.24,5479.40,CAD,5479.40,,INTERAC,L14458437B8LW79
14462528,2017-09-22 17:13:31+00:00,neb_401,Mrdan773,ONLINE_SELL,0.42353098,0.42353098,0.00,0.42353098,0.42353098,2159.00,0.00,5097.62,CAD,5097.62,,CASH_DEPOSIT,L14462528B8LZCW
14461079,2017-09-22 16:25:58+00:00,Endowed122,neb_401,ONLINE_SELL,0.02304085,0.02281272,0.00022813,0.02281272,0.02304085,125.00,1.24,5479.40,CAD,5479.40,,INTERAC,L14461079B8LY8N
14462933,2017-09-22 17:26:36+00:00,neb_401,Mrdan773,ONLINE_SELL,0.01976925,0.01976925,0.00,0.01976925,0.01976925,100.00,0.00,5058.36,CAD,5058.36,,CASH_DEPOSIT,L14462933B8LZO5
14464267,2017-09-22 18:14:45+00:00,neb_401,canadianbitcoinminer,ONLINE_SELL,0.13637956,0.13637956,0.00,0.13637956,0.13637956,650.00,0.00,4766.11,CAD,4766.11,,CASH_DEPOSIT,L14464267B8M0P7
14466747,2017-09-22 19:48:33+00:00,davyboy,neb_401,ONLINE_SELL,0.09807658,0.09710552,0.00097106,0.09710552,0.09807658,525.00,5.20,5406.49,CAD,5406.49,,INTERAC,L14466747B8M2M3
14464652,2017-09-22 18:29:57+00:00,neb_401,canadianbitcoinminer,ONLINE_SELL,0.18882254,0.18882254,0.00,0.18882254,0.18882254,900.00,0.00,4766.38,CAD,4766.38,,CASH_DEPOSIT,L14464652B8M0ZW
14472464,2017-09-23 00:55:24+00:00,Endowed122,neb_401,ONLINE_SELL,0.02802187,0.02774443,0.00027744,0.02774443,0.02802187,150.00,1.49,5406.49,CAD,5406.49,,INTERAC,L14472464B8M70W
14489531,2017-09-23 16:52:09+00:00,lovemeboo4x4,neb_401,ONLINE_SELL,0.28271466,0.27991550,0.00279916,0.27991550,0.28271466,1500.00,14.85,5358.76,CAD,5358.76,,CASH_DEPOSIT,L14489531B8MK6Z
14574879,2017-09-26 23:15:45+00:00,neb_401,ivey7,ONLINE_BUY,0.02490542,0.02490542,0.00024905,0.02465637,0.02465637,116.00,1.16,4704.67,CAD,4657.62,,INTERAC,L14574879B8OE1R
14593607,2017-09-27 16:10:45+00:00,samray,neb_401,ONLINE_SELL,1.07599490,1.06534149,0.01065341,1.06534149,1.07599490,6500.00,64.36,6101.33,CAD,6101.33,,CASH_DEPOSIT,L14593607B8OSHZ
14597018,2017-09-27 18:01:38+00:00,lovemeboo4x4,neb_401,ONLINE_SELL,0.16553768,0.16389869,0.00163899,0.16389869,0.16553768,1000.00,9.90,6101.33,CAD,6101.33,,CASH_DEPOSIT,L14597018B8OV4Q
14602392,2017-09-27 21:21:24+00:00,neb_401,penderhippy,ONLINE_SELL,0.12227929,0.12227929,0.00,0.12227929,0.12227929,670.00,0.00,5479.26,CAD,5479.26,,INTERAC,L14602392B8OZA0
